unified_id;month;zipcode;city;host_type;bedrooms;bathrooms;guests;revenue;openness;occupancy;nightly rate;lead time;length stay;Street Name;Latitude;Longitude;Hot Tub;Pool
AIR26766557;2019-1;92315;Big Bear Lake;Professionals;4;2.5;10;7134.26001;31;0.451612903;509.5900007;12;1.75;NULL_STREET;34.25107;-116.94148;0;0
AIR26868438;2019-1;92315;Big Bear Lake;Professionals;3;2;8;6999.220123;31;0.580645161;388.8455624;12;2.25;NULL_STREET;34.23466;-116.8593;1;0
AIR26869243;2019-1;92315;Big Bear Lake;Professionals;3;2;8;5984.330078;31;0.419354839;460.3330829;15;2.833333333;NULL_STREET;34.23904;-116.88894;0;0
AIR26916313;2019-1;92315;Big Bear Lake;Professionals;4;3;13;10009.96005;25;0.64;625.6225033;16.27272727;1.545454545;NULL_STREET;34.24628;-116.86769;1;0
AIR27000756;2019-1;92252;Joshua Tree;2-5 Units;3;1.5;6;1941.749981;31;0.806451613;77.66999924;26.18181818;2.454545455;NULL_STREET;34.13156;-116.31285;0;0
AIR27042685;2019-1;92315;Big Bear Lake;Single Owners;4;3;13;0;3;0;;;;NULL_STREET;34.2372;-116.89848;0;0
AIR27054872;2019-1;92252;Joshua Tree;Professionals;4;2;8;4254.499969;31;0.64516129;212.7249985;53.77777778;2.444444444;NULL_STREET;34.12335;-116.33206;1;0
AIR27107999;2019-1;92315;Big Bear Lake;Single Owners;3;2;6;9173.000031;31;0.838709677;352.8076935;27.91666667;2.416666667;NULL_STREET;34.23928;-116.8706;1;0
AIR27110602;2019-10;92252;Joshua Tree;Single Owners;3;1;6;3026.70002;31;0.935483871;104.3689662;58.81818182;2.545454545;NULL_STREET;34.20673;-116.29588;1;0
AIR27114768;2019-1;92252;Joshua Tree;Single Owners;3;2;6;2884.629982;31;0.548387097;169.6841166;12.8;1.8;NULL_STREET;34.11853;-116.31658;0;0
AIR27135337;2019-1;92314;Big Bear City;Single Owners;3;2;6;1347.849968;25;0.32;168.481246;45;2;NULL_STREET;34.26607;-116.84757;0;0
AIR27159211;2019-1;92315;Big Bear Lake;Single Owners;4;3;12;11656.93015;31;0.870967742;431.7381535;20.70588235;1.588235294;NULL_STREET;34.24791;-116.92906;0;0
AIR27196719;2019-1;92315;Big Bear Lake;Professionals;3;2.5;10;4655.450134;31;0.35483871;423.2227395;50.4;2.2;NULL_STREET;34.24143;-116.94715;1;0
AIR27202357;2019-1;92315;Big Bear Lake;Professionals;5;4.5;15+;10232.86993;31;0.516129032;639.5543709;14.09090909;1.454545455;NULL_STREET;34.25051;-116.88064;0;0
AIR27208638;2019-10;92315;Big Bear Lake;Single Owners;3;3;8;5025.689972;30;0.9;186.1366656;8.6;2.4;NULL_STREET;34.23417;-116.84968;1;1
AIR27220587;2019-1;92315;Big Bear Lake;Professionals;3;2;9;6597.129974;31;0.451612903;471.2235696;21;2.666666667;NULL_STREET;34.24827;-116.89989;1;0
AIR27247738;2019-1;92315;Big Bear Lake;Professionals;3;2;8;6850.219971;31;0.677419355;326.200951;13.35714286;1.642857143;NULL_STREET;34.24804;-116.8777;1;0
AIR27261562;2019-1;92314;Big Bear City;Single Owners;3;3;12;5331.349991;31;0.64516129;266.5674995;50.2;2.1;NULL_STREET;34.26194;-116.85916;0;0
AIR27285459;2019-1;92314;Big Bear City;Professionals;3;2;10;0;31;0;;;;NULL_STREET;34.2295;-116.84248;0;0
AIR27297244;2019-1;92284;Yucca Valley;2-5 Units;3;2;8;5891.359924;31;0.903225806;210.4057116;24.2;1.6;NULL_STREET;34.14392;-116.43026;0;0
AIR27335513;2019-1;92315;Big Bear Lake;Professionals;3;2;8;8080.189926;31;0.774193548;336.6745803;23.53333333;1.733333333;NULL_STREET;34.23991;-116.89586;1;0
AIR2740053;2019-1;92315;Big Bear Lake;2-5 Units;3;2.5;10;0;3;0;;;;NULL_STREET;34.23219;-116.86414;0;0
AIR27431980;2019-1;92315;Big Bear Lake;Single Owners;3;1.5;7;0;2;0;;;;NULL_STREET;34.24374;-116.87805;0;0
AIR27483089;2019-1;92314;Big Bear City;Professionals;3;3;8;6469.140076;31;0.612903226;340.4810566;21;1.818181818;NULL_STREET;34.22656;-116.86262;1;0
AIR27503814;2019-1;92315;Big Bear Lake;Single Owners;3;3;6;7922.130081;31;0.741935484;344.4404383;33.18181818;2.181818182;NULL_STREET;34.22857;-116.86408;1;0
AIR27530624;2019-10;92252;Joshua Tree;Single Owners;3;2;6;3534.589943;31;0.806451613;141.3835977;28.45454545;2.272727273;NULL_STREET;34.18171;-116.35216;0;1
AIR27531781;2019-1;92252;Joshua Tree;Single Owners;3;3;8;5958.230011;31;0.838709677;229.1626927;51.72727273;2.454545455;NULL_STREET;34.09292;-116.31408;1;0
AIR27557510;2019-1;92314;Big Bear City;Single Owners;3;2;7;3179.599915;31;0.64516129;158.9799957;29.7;2;NULL_STREET;34.26543;-116.83354;1;0
AIR2760821;2019-1;92315;Big Bear Lake;Professionals;4;2.5;8;15214.37009;31;0.677419355;724.4938137;27.77777778;2.555555556;Switzerland Place;34.23813;-116.88946;1;0
AIR27634479;2019-1;92252;Joshua Tree;Professionals;3;2;6;5923.240021;31;0.741935484;257.5321748;18.63636364;2.363636364;NULL_STREET;34.09271;-116.31611;1;1
AIR27651486;2019-1;92315;Big Bear Lake;Professionals;3;2;6;5698.110123;31;0.580645161;316.5616735;19.57142857;2.571428571;NULL_STREET;34.24127745;-116.8927565;0;0
AIR27658794;2019-1;92315;Big Bear Lake;Professionals;3;2;7;7016.220093;31;0.64516129;350.8110046;10.66666667;1.666666667;NULL_STREET;34.24167;-116.92571;1;0
AIR27659050;2019-1;92315;Big Bear Lake;Professionals;5;3;15+;14429.29999;31;0.741935484;627.360869;56;2.25;NULL_STREET;34.24575;-116.86954;1;0
AIR27703492;2019-1;92315;Big Bear Lake;Professionals;5;3.5;15+;8834.07019;28;0.321428571;981.5633545;61;2.25;NULL_STREET;34.23807;-116.8881;1;0
AIR2770668;2019-1;92315;Big Bear Lake;Professionals;3;2;12;9673.94989;31;0.387096774;806.1624908;35;2.4;Wolf Road;34.23387;-116.85104;1;0
AIR27719521;2019-1;92315;Big Bear Lake;Professionals;3;2;9;6064.309891;31;0.774193548;252.6795788;23.92307692;2.076923077;NULL_STREET;34.2417;-116.89026;0;0
AIR27730468;2019-1;92252;Joshua Tree;Single Owners;3;1;6;1195.869976;31;0.419354839;91.98999816;36.85714286;2.142857143;NULL_STREET;34.12665;-116.32017;0;0
AIR27734166;2019-1;92314;Big Bear City;Professionals;3;1.5;9;4186.519928;31;0.419354839;322.0399945;17.33333333;2.166666667;NULL_STREET;34.25077;-116.86519;0;0
AIR27760550;2019-1;92315;Big Bear Lake;2-5 Units;4;3.5;11;8561.069946;31;0.451612903;611.5049962;62;1.875;NULL_STREET;34.24717;-116.89027;1;0
AIR27783802;2019-1;92314;Big Bear City;Single Owners;4;2.5;10;5224.53009;23;0.608695652;373.1807207;8.615384615;1.076923077;NULL_STREET;34.23974;-116.80968;0;0
AIR27784773;2019-1;92284;Yucca Valley;Professionals;3;1;6;6634.070038;31;1;214.0022593;4.5;4.785714286;NULL_STREET;34.19624;-116.38497;1;0
AIR277947;2019-1;92284;Yucca Valley;2-5 Units;3;1;8;1105.599976;29;0.172413793;221.1199951;226.3333333;5;NULL_STREET;34.15405;-116.43832;1;0
AIR27834284;2019-1;92315;Big Bear Lake;Professionals;4;3.5;11;15038.49982;31;0.516129032;939.9062386;17.57142857;2.571428571;NULL_STREET;34.25594;-116.86849;1;0
AIR2784124;2019-1;92315;Big Bear Lake;Professionals;3;2;11;8549.099915;31;0.419354839;657.6230704;13.4;3;Summit Boulevard;34.23853;-116.88781;0;0
AIR27853688;2019-1;92314;Big Bear City;Single Owners;3;2;7;1376.859985;30;0.2;229.4766642;105;2;NULL_STREET;34.25832;-116.83494;0;0
AIR27900881;2019-1;92315;Big Bear Lake;Single Owners;5;4.5;14;38836.17004;31;1;1252.779679;13;1.6;NULL_STREET;34.25173;-116.90414;1;0
AIR27928473;2019-1;92315;Big Bear Lake;Single Owners;3;3;10;12998.70032;30;0.866666667;499.9500122;9.25;2.416666667;NULL_STREET;34.24581;-116.87393;0;0
AIR27962131;2019-1;92315;Big Bear Lake;Professionals;3;2;8;5964.259949;31;0.709677419;271.1027249;9.083333333;1.833333333;NULL_STREET;34.22604;-116.85366;0;0
AIR27982419;2019-1;92315;Big Bear Lake;Professionals;3;3;8;3549.549988;31;0.322580645;354.9549988;15.6;2.4;NULL_STREET;34.23824;-116.92526;1;0
AIR28001321;2019-1;92315;Big Bear Lake;Professionals;3;2;9;6199.100006;31;0.516129032;387.4437504;28.55555556;1.888888889;NULL_STREET;34.23198;-116.8506;0;0
AIR28014552;2019-1;92314;Big Bear City;Single Owners;3;2;6;3797.400017;31;0.774193548;158.2250007;35.9;2.6;NULL_STREET;34.25885;-116.83305;0;0
AIR28033224;2019-1;92252;Joshua Tree;2-5 Units;3;2;8;2770.66996;29;0.448275862;213.1284585;46.75;1.625;NULL_STREET;34.12808;-116.32047;1;0
AIR28045893;2019-1;92315;Big Bear Lake;Single Owners;3;2;12;6761.269958;28;0.5;482.9478542;71.83333333;2.333333333;NULL_STREET;34.23411;-116.86041;1;0
AIR28050409;2019-1;92314;Big Bear City;2-5 Units;3;1;8;0;3;0;;;;NULL_STREET;34.24283;-116.82988;0;0
AIR28078337;2019-1;92314;Big Bear City;Professionals;3;1.5;6;5539.329895;31;0.709677419;251.7877225;5.133333333;1.466666667;NULL_STREET;34.2309;-116.85072;0;0
AIR28098809;2019-1;92252;Joshua Tree;2-5 Units;4;2;10;4501.489975;31;0.64516129;225.0744987;21;1.833333333;NULL_STREET;34.12701;-116.31835;1;0
AIR28100585;2019-1;92315;Big Bear Lake;Professionals;3;2;6;3739.609985;31;0.387096774;311.6341654;9.857142857;1.714285714;NULL_STREET;34.23652685;-116.8567376;0;0
AIR28105279;2019-1;92315;Big Bear Lake;Single Owners;5;4.5;15+;10047.88977;21;0.523809524;913.4445246;33.4;2.6;NULL_STREET;34.25544;-116.87673;1;0
AIR28111284;2019-10;92315;Big Bear Lake;Single Owners;3;2;9;5738.699936;31;1;185.1193528;1.615384615;1.153846154;NULL_STREET;34.24168;-116.88868;1;0
AIR28128140;2019-1;92315;Big Bear Lake;2-5 Units;3;2;6;0;1;0;;;;NULL_STREET;34.25102;-116.90265;1;0
AIR28134475;2019-1;92315;Big Bear Lake;Single Owners;4;4.5;15+;12365.45972;23;0.869565217;618.2729858;21.23076923;1.692307692;NULL_STREET;34.23937;-116.88516;1;0
AIR28166667;2019-1;92252;Joshua Tree;Professionals;3;2;8;1594.720032;31;0.806451613;63.78880127;21.09090909;2.818181818;NULL_STREET;34.13372;-116.31541;0;1
AIR2816917;2019-10;92315;Big Bear Lake;Professionals;3;2;8;2155.779953;19;0.578947368;195.9799957;21.5;2.75;Starvation Flats Road;34.25002;-116.87851;1;1
AIR28181787;2019-1;92314;Big Bear City;Professionals;4;2;11;4588.470032;31;0.483870968;305.8980021;67.375;2.375;NULL_STREET;34.2353;-116.84773;0;0
AIR28182527;2019-1;92315;Big Bear Lake;Professionals;4;2;9;5859.299927;31;0.64516129;292.9649963;26.15384615;1.769230769;NULL_STREET;34.24098;-116.86264;0;0
AIR28223108;2019-1;92252;Joshua Tree;2-5 Units;3;2;6;2259.769951;31;0.580645161;125.542775;20;9;NULL_STREET;34.1237;-116.32261;0;0
AIR28249817;2019-1;92314;Big Bear City;Professionals;5;4.5;15+;10870.72993;31;0.612903226;572.1436808;62.33333333;2.333333333;NULL_STREET;34.26271;-116.87429;1;0
AIR28285055;2019-1;92315;Big Bear Lake;Single Owners;3;2.5;12;0;1;0;;;;NULL_STREET;34.22732;-116.86458;0;0
AIR28285304;2019-1;92314;Big Bear City;2-5 Units;3;1;6;4799.369873;31;1;154.818383;22.05882353;1.941176471;NULL_STREET;34.25802;-116.85432;1;0
AIR28304044;2019-1;92315;Big Bear Lake;Professionals;3;2;6;3061.639954;31;0.322580645;306.1639954;7;1.428571429;NULL_STREET;34.23611;-116.90357;0;0
AIR28306062;2019-1;92315;Big Bear Lake;Professionals;3;2;8;4857.460083;31;0.387096774;404.7883403;16.57142857;2;NULL_STREET;34.23933;-116.8675;1;0
AIR28306441;2019-1;92315;Big Bear Lake;Single Owners;3;2.5;12;0;2;0;;;;NULL_STREET;34.25201;-116.86788;0;0
AIR28313627;2019-1;92315;Big Bear Lake;2-5 Units;3;2;8;3081.52997;26;1;118.5203835;47.21428571;2.071428571;NULL_STREET;34.2413;-116.86919;0;0
AIR28318890;2019-1;92315;Big Bear Lake;Professionals;4;3;10;10605.77988;31;0.774193548;441.9074949;51.83333333;2.5;NULL_STREET;34.23574;-116.87278;1;0
AIR28335260;2019-1;92284;Yucca Valley;2-5 Units;3;2;8;5843.239868;26;0.769230769;292.1619934;12.26666667;1.333333333;NULL_STREET;34.08207;-116.39053;1;1
AIR28341216;2019-1;92314;Big Bear City;Professionals;3;3;6;9658.809784;30;1;321.9603261;24.46666667;2.2;NULL_STREET;34.24047;-116.85558;0;0
AIR2835654;2019-1;92315;Big Bear Lake;2-5 Units;3;3;8;16434.48962;31;0.64516129;821.7244812;2.076923077;1.538461538;Rockspray Court;34.22518;-116.85393;0;0
AIR28358740;2019-1;92252;Joshua Tree;Professionals;3;2;6;0;3;0;;;;NULL_STREET;34.18455;-116.31135;1;1
AIR2838924;2019-1;92252;Joshua Tree;Professionals;3;2;7;2429.719971;31;0.387096774;202.4766642;12.57142857;1.714285714;Park Boulevard;34.13101;-116.31674;1;1
AIR28411069;2019-1;92252;Joshua Tree;2-5 Units;3;2;8;1777.809959;29;0.655172414;93.56894523;21.4;2.1;NULL_STREET;34.16502;-116.31283;0;0
AIR28415322;2019-1;92284;Yucca Valley;Professionals;4;2;10;3740.539974;31;0.741935484;162.6321728;19.29411765;1.352941176;NULL_STREET;34.12776;-116.43214;1;0
AIR28433390;2019-1;92315;Big Bear Lake;Single Owners;4;2;6;0;2;0;;;;NULL_STREET;34.22989688;-116.8436074;1;0
AIR28435957;2019-1;92315;Big Bear Lake;Professionals;3;2;8;5853.299927;31;0.64516129;292.6649963;15.77777778;2.333333333;NULL_STREET;34.24841;-116.93409;0;0
AIR28442181;2019-1;92315;Big Bear Lake;Professionals;3;2;6;6953.299942;31;0.709677419;316.0590883;31.36363636;2;NULL_STREET;34.24845;-116.92732;1;0
AIR28490053;2019-10;92315;Big Bear Lake;Professionals;3;2.5;8;0;31;0;;;;NULL_STREET;34.23118;-116.86247;0;0
AIR28490055;2019-1;92315;Big Bear Lake;Professionals;4;2.5;10;0;3;0;;;;NULL_STREET;34.23951;-116.95779;1;0
AIR28514669;2019-1;92252;Joshua Tree;Professionals;4;3;8;2788.670013;21;0.523809524;253.5154558;40.4;2.8;NULL_STREET;34.1046;-116.31448;1;1
AIR28518637;2019-1;92315;Big Bear Lake;2-5 Units;3;2;9;0;3;0;;;;NULL_STREET;34.24697;-116.93682;0;0
AIR28520431;2019-1;92315;Big Bear Lake;Professionals;5;4;14;5947.350006;28;0.392857143;540.6681824;52.2;2.2;NULL_STREET;34.242;-116.90754;0;0
AIR28536899;2019-1;92315;Big Bear Lake;Professionals;3;2;7;5560.170059;31;0.516129032;347.5106287;20.5;3.166666667;NULL_STREET;34.24226;-116.88959;0;0
AIR28560622;2019-1;92314;Big Bear City;Professionals;3;1.5;10;2838.639984;31;0.35483871;258.0581804;30.83333333;1.833333333;NULL_STREET;34.24322546;-116.8338247;1;0
AIR28568770;2019-1;92284;Yucca Valley;2-5 Units;4;2;10;1377.839981;31;0.225806452;196.834283;23.75;3.75;NULL_STREET;34.15418;-116.37308;0;0
AIR28580485;2019-11;92314;Big Bear City;2-5 Units;5;2;14;3399;4;0.75;1133;3;1.5;NULL_STREET;34.24258;-116.86583;0;0
AIR28580897;2019-1;92315;Big Bear Lake;2-5 Units;3;2;8;0;2;0;;;;NULL_STREET;34.22634219;-116.8561652;0;0
AIR28607882;2019-1;92315;Big Bear Lake;2-5 Units;3;2;6;0;3;0;;;;NULL_STREET;34.23927;-116.8735;0;0
AIR28609025;2019-1;92315;Big Bear Lake;Professionals;3;2.5;9;5818.359955;31;0.548387097;342.2564679;15.5;2;NULL_STREET;34.24736;-116.89592;1;0
AIR28609145;2019-1;92284;Yucca Valley;Professionals;3;2.5;6;1777.76001;31;0.258064516;222.2200012;47;5.5;NULL_STREET;34.07945;-116.37409;0;0
AIR28638591;2019-1;92252;Joshua Tree;Professionals;3;2;6;1639.779984;31;0.35483871;149.0709076;23.83333333;2.333333333;NULL_STREET;34.12869;-116.31263;1;0
AIR28689218;2019-10;92314;Big Bear City;Single Owners;3;2;8;5231.519897;24;1;217.9799957;;;NULL_STREET;34.28092;-116.7976;1;0
AIR28690298;2019-10;92252;Joshua Tree;Single Owners;3;2;8;1118.82003;31;0.322580645;111.882003;45.4;2;NULL_STREET;34.11761908;-116.3448807;0;0
AIR28693145;2019-1;92252;Joshua Tree;2-5 Units;4;2.5;8;0;3;0;;;;NULL_STREET;34.12472;-116.32883;1;1
AIR28718198;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;0;2;0;;;;NULL_STREET;34.24853;-116.8992;0;0
AIR28719018;2019-1;92315;Big Bear Lake;Professionals;3;2;8;10379.67984;31;1;334.8283819;9.277777778;1.722222222;NULL_STREET;34.23651;-116.8562;1;0
AIR28736130;2019-1;92252;Joshua Tree;Single Owners;4;2;8;1539.85997;31;0.225806452;219.9799957;17.33333333;3;NULL_STREET;34.11295853;-116.3446008;1;0
AIR28759968;2019-1;92315;Big Bear Lake;Single Owners;3;3;8;324.9599915;1;1;324.9599915;1;1;NULL_STREET;34.23354738;-116.8493337;0;0
AIR28767933;2019-1;92315;Big Bear Lake;Single Owners;3;2.5;8;157.9600067;2;1;78.98000336;1;1;NULL_STREET;34.2469;-116.92754;1;0
AIR28777370;2019-10;92252;Joshua Tree;Single Owners;3;1;6;1309.830017;31;0.451612903;93.55928693;13.55555556;1.555555556;NULL_STREET;34.15609;-116.3066;0;0
AIR28780802;2019-1;92315;Big Bear Lake;2-5 Units;3;1;6;0;2;0;;;;NULL_STREET;34.2387;-116.87505;0;0
AIR28807211;2019-1;92315;Big Bear Lake;Professionals;3;2;8;6268.289978;31;0.741935484;272.5343469;14.54545455;2.272727273;NULL_STREET;34.24097;-116.89036;0;0
AIR28809095;2019-1;92314;Big Bear City;Professionals;4;2.5;14;6137.23996;31;0.677419355;292.2495219;53.7;2.4;NULL_STREET;34.23639;-116.85302;0;0
AIR28814854;2019-1;92252;Joshua Tree;Single Owners;4;2;8;0;1;0;;;;NULL_STREET;34.1988;-116.34812;0;0
AIR28834224;2019-10;92315;Big Bear Lake;Single Owners;3;2;12;2250.699936;31;0.483870968;150.0466624;14.66666667;5;NULL_STREET;34.23598;-116.93424;0;0
AIR28862662;2019-1;92314;Big Bear City;2-5 Units;5;4;14;10154.97995;20;1;507.7489975;12.71428571;1.428571429;NULL_STREET;34.2251;-116.84967;1;0
AIR28866453;2019-10;92315;Big Bear Lake;Single Owners;3;2.5;8;0;31;0;;;;NULL_STREET;34.24701;-116.9338;1;0
AIR28890070;2019-1;92252;Joshua Tree;Single Owners;3;2.5;8;2306.800003;31;0.322580645;230.6800003;21.66666667;1.111111111;NULL_STREET;34.15123;-116.30201;0;1
AIR28910413;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;7049.309921;31;0.677419355;335.6814248;48;3.428571429;NULL_STREET;34.2374;-116.88523;1;0
AIR28913195;2019-1;92315;Big Bear Lake;Professionals;3;2;8;2039.780029;18;0.222222222;509.9450073;30;2.333333333;NULL_STREET;34.24169;-116.88943;1;0
AIR28960257;2019-1;92315;Big Bear Lake;Single Owners;4;2;7;0;3;0;;;;NULL_STREET;34.24271;-116.92738;0;0
AIR28962995;2019-1;92314;Big Bear City;Professionals;3;2.5;10;3852.500027;31;0.548387097;226.6176486;28.83333333;1.416666667;NULL_STREET;34.25103;-116.86622;1;0
AIR28985176;2019-1;92315;Big Bear Lake;Professionals;5;3.5;12;0;3;0;;;;NULL_STREET;34.237757;-116.8743894;1;0
AIR28992762;2019-1;92284;Yucca Valley;2-5 Units;3;2;8;0;3;0;;;;NULL_STREET;34.10980807;-116.4077822;0;0
AIR29035122;2019-1;92315;Big Bear Lake;Professionals;4;3;15+;0;3;0;;;;NULL_STREET;34.23383;-116.84773;0;0
AIR29054425;2019-1;92315;Big Bear Lake;Professionals;4;4;15+;0;3;0;;;;NULL_STREET;34.23380844;-116.8508778;1;0
AIR29055533;2019-1;92315;Big Bear Lake;Professionals;3;3;9;0;3;0;;;;NULL_STREET;34.24512;-116.87505;1;0
AIR29057398;2019-1;92315;Big Bear Lake;Professionals;3;2;8;0;2;0;;;;NULL_STREET;34.24445;-116.89489;1;0
AIR29059758;2019-10;92252;Joshua Tree;2-5 Units;3;2;12;7457.01992;31;0.967741935;248.5673307;59.16666667;5;NULL_STREET;34.1172;-116.34126;0;0
AIR29064869;2019-1;92315;Big Bear Lake;Single Owners;3;2;7;0;3;0;;;;NULL_STREET;34.25038625;-116.870411;1;0
AIR29100671;2019-1;92314;Big Bear City;2-5 Units;3;2;6;0;3;0;;;;NULL_STREET;34.25872593;-116.8568859;0;0
AIR29106956;2019-1;92315;Big Bear Lake;2-5 Units;3;3;12;0;2;0;;;;NULL_STREET;34.24742;-116.87722;1;0
AIR29128015;2019-1;92314;Big Bear City;Professionals;5;2.5;14;0;3;0;;;;NULL_STREET;34.227867;-116.851913;1;0
AIR29140786;2019-1;92314;Big Bear City;2-5 Units;3;2;6;0;3;0;;;;NULL_STREET;34.23527;-116.85304;0;0
AIR29149253;2019-1;92252;Joshua Tree;2-5 Units;3;1.5;6;0;2;0;;;;NULL_STREET;34.14181;-116.31839;1;0
AIR29152596;2019-1;92315;Big Bear Lake;Professionals;3;2;8;58.97999954;3;0.333333333;58.97999954;2;2;NULL_STREET;34.23999;-116.89053;0;0
AIR29155977;2019-1;92315;Big Bear Lake;Professionals;4;2.5;8;0;3;0;;;;NULL_STREET;34.24517;-116.92608;1;0
AIR29180541;2019-1;92314;Big Bear City;2-5 Units;4;3.5;15+;0;3;0;;;;NULL_STREET;34.23769362;-116.8436775;1;0
AIR29181453;2019-1;92315;Big Bear Lake;Single Owners;3;2.5;8;0;2;0;;;;NULL_STREET;34.25888;-116.86592;0;0
AIR29214316;2019-10;92314;Big Bear City;Professionals;3;3;8;9257.220016;31;1;298.6200005;19.11111111;3.333333333;NULL_STREET;34.26000727;-116.8306015;1;0
AIR29259889;2019-1;92315;Big Bear Lake;Professionals;3;3.5;12;0;3;0;;;;NULL_STREET;34.24468;-116.95436;0;0
AIR29261174;2019-10;92284;Yucca Valley;2-5 Units;4;2;8;5726.069946;31;1;184.7119338;25.78947368;1.578947368;NULL_STREET;34.18678;-116.42093;1;0
AIR29278041;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;0;3;0;;;;NULL_STREET;34.23807;-116.9595;1;0
AIR29285569;2019-1;92315;Big Bear Lake;Professionals;5;4;15+;0;1;0;;;;NULL_STREET;34.23038421;-116.8586307;1;0
AIR29308753;2019-1;92252;Joshua Tree;2-5 Units;4;3;8;0;3;0;;;;NULL_STREET;34.12394;-116.22683;1;1
AIR29336613;2019-1;92314;Big Bear City;Professionals;4;2;10;0;3;0;;;;NULL_STREET;34.26091;-116.83909;0;0
AIR2934421;2019-1;92315;Big Bear Lake;Single Owners;3;2;9;9148.929932;28;0.571428571;571.8081207;22;3.5;Silver Tip Drive;34.23806;-116.8618;1;0
AIR2934685;2019-1;92315;Big Bear Lake;Single Owners;4;2;10;6810.470032;31;0.419354839;523.8823101;94.16666667;2.166666667;Balsam Drive;34.2294;-116.86546;1;0
AIR29359581;2019-1;92315;Big Bear Lake;Professionals;3;2;8;0;3;0;;;;NULL_STREET;34.23931;-116.94031;1;0
AIR29390013;2019-1;92314;Big Bear City;Professionals;3;2;6;0;3;0;;;;NULL_STREET;34.25745595;-116.8340868;1;0
AIR29413641;2019-1;92315;Big Bear Lake;Professionals;3;2;8;0;3;0;;;;NULL_STREET;34.2502227;-116.8699835;0;0
AIR29413674;2019-1;92315;Big Bear Lake;Professionals;3;2;8;0;2;0;;;;NULL_STREET;34.24047;-116.9418;1;1
AIR29416492;2019-1;92252;Joshua Tree;2-5 Units;3;2;8;0;2;0;;;;NULL_STREET;34.2025;-116.3001;1;1
AIR29416913;2019-1;92315;Big Bear Lake;Professionals;3;6;12;0;3;0;;;;NULL_STREET;34.24437;-116.94197;0;0
AIR29466509;2019-1;92315;Big Bear Lake;2-5 Units;3;1.5;11;0;2;0;;;;NULL_STREET;34.23944;-116.92626;0;0
AIR29483862;2019-1;92315;Big Bear Lake;Professionals;3;2;7;0;3;0;;;;NULL_STREET;34.24503;-116.90152;1;0
AIR29489715;2019-10;92315;Big Bear Lake;Professionals;3;3;9;3092.71994;31;0.483870968;206.1813293;24.44444444;1.666666667;NULL_STREET;34.22839;-116.86394;1;0
AIR29490070;2019-10;92315;Big Bear Lake;Professionals;4;3.5;15+;5633.439911;31;0.516129032;352.0899944;10.66666667;1.777777778;NULL_STREET;34.25537;-116.87116;1;0
AIR29494983;2019-1;92315;Big Bear Lake;2-5 Units;3;2;7;0;3;0;;;;NULL_STREET;34.22503;-116.85471;0;0
AIR2950663;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;2449.580017;31;0.451612903;174.9700012;104.5;3.5;Summit Boulevard;34.24124;-116.88923;0;0
AIR29521386;2019-1;92315;Big Bear Lake;Professionals;3;4;10;0;3;0;;;;NULL_STREET;34.24505;-116.95682;1;0
AIR29521399;2019-1;92315;Big Bear Lake;Professionals;4;2.5;12;0;3;0;;;;NULL_STREET;34.24979;-116.9007;0;0
AIR29521402;2019-1;92315;Big Bear Lake;Professionals;3;2;12;0;3;0;;;;NULL_STREET;34.24485;-116.87614;0;0
AIR29521405;2019-1;92314;Big Bear City;Professionals;4;3;10;0;3;0;;;;NULL_STREET;34.26909;-116.86414;0;0
AIR29539946;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;0;2;0;;;;NULL_STREET;34.23981;-116.92555;1;0
AIR29542753;2019-1;92252;Joshua Tree;Professionals;3;2.5;6;0;2;0;;;;NULL_STREET;34.13201;-116.31445;0;1
AIR29543123;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;0;3;0;;;;NULL_STREET;34.24348;-116.9254;0;0
AIR29548193;2019-1;92314;Big Bear City;Professionals;3;3;10;0;3;0;;;;NULL_STREET;34.24312;-116.86678;1;0
AIR29549556;2019-1;92315;Big Bear Lake;2-5 Units;4;5;15+;0;3;0;;;;NULL_STREET;34.24916458;-116.9393158;0;0
AIR29554672;2019-1;92315;Big Bear Lake;2-5 Units;3;1;8;0;3;0;;;;NULL_STREET;34.25022;-116.9364;0;0
AIR29568641;2019-1;92314;Big Bear City;Professionals;3;3;8;0;3;0;;;;NULL_STREET;34.23620008;-116.8537926;0;0
AIR29587863;2019-1;92252;Joshua Tree;Single Owners;3;2;6;0;3;0;;;;NULL_STREET;34.09293;-116.29745;1;0
AIR29589383;2019-1;92252;Joshua Tree;Professionals;4;2.5;9;0;3;0;;;;NULL_STREET;34.21989;-116.24429;1;1
AIR29589903;2019-10;92284;Yucca Valley;2-5 Units;3;2;6;0;31;0;;;;NULL_STREET;34.12739;-116.42278;0;0
AIR29596234;2019-10;92315;Big Bear Lake;2-5 Units;4;3;12;10598.97998;31;0.548387097;623.4694106;21.85714286;1.214285714;NULL_STREET;34.24366;-116.92246;1;0
AIR29612613;2019-1;92315;Big Bear Lake;2-5 Units;3;2;6;0;2;0;;;;NULL_STREET;34.23966;-116.92299;1;0
